"tipo_aeroplano","aeroporto"
"777","'PTM'"
"MD80","'AAO'"
"A332","'LKV'"
"777","'BEG'"
"757","'WWD'"
"777","'YSJ'"
"190","'AYP'"
"A321","'BZC'"
"747","'TTE'"
"170","'YTM'"
"A321","'CNM'"
"747","'OME'"
"A332","'KHN'"
"757","'LBY'"
"A319","'YYH'"
"737","'LEI'"
"CRJ440","'LUM'"
"727","'JAA'"
"A321","'EGX'"
"727","'OKO'"
"ERJ145","'LNB'"
"737","'EBH'"
"CRJ440","'BEJ'"
"A321","'HAN'"
"777","'VPS'"
"170","'TGH'"
"CRJ440","'TIV'"
"767","'ABF'"
"CRJ440","'SAK'"
"190","'ISN'"
"737","'GIL'"
"747","'ERH'"
"MD80","'JJU'"
"767","'HAW'"
"170","'CMA'"
"737","'FKB'"
"707","'NCG'"
"MD80","'BTH'"
"CRJ440","'VHV'"
"ERJ145","'IGL'"
"MD80","'RTC'"
"757","'TKS'"
"A332","'ACH'"
"CRJ100","'YQD'"
"A332","'CAL'"
"170","'TFF'"
"727","'TJL'"
"190","'GDX'"
"707","'VDE'"
"A332","'OVR'"
"727","'TEM'"
"A321","'QYD'"
"CRJ100","'GRW'"
"A332","'LLK'"
"MD80","'BAF'"
"CRJ100","'MOJ'"
"A332","'BET'"
"787","'SQJ'"
"170","'GWY'"
"190","'EGC'"
"707","'DBA'"
"727","'JIC'"
"CRJ100","'GUI'"
"767","'SDJ'"
"A320","'IXL'"
"170","'BDQ'"
"CRJ700","'EIE'"
"A320","'TOO'"
"727","'VSG'"
"A319","'BLK'"
"A319","'MLA'"
"CRJ100","'LNK'"
"777","'IXW'"
"737","'TUN'"
"757","'DSN'"
"170","'KCT'"
"A332","'IMM'"
"CRJ100","'SGR'"
"A319","'FMM'"
"CRJ440","'YXT'"
"ERJ145","'NDY'"
"A320","'TGM'"
"777","'FCO'"
"190","'CBF'"
"ERJ145","'BHK'"
"777","'LER'"
"CRJ440","'SIG'"
"CRJ700","'BWG'"
"CRJ440","'PZY'"
"CRJ440","'TUI'"
"727","'FMM'"
"ERJ145","'CAN'"
"757","'HLF'"
"190","'SFE'"
"A321","'TAM'"
"CRJ700","'GAI'"
"A319","'BCT'"
"A321","'SMZ'"
"737","'MZV'"
"767","'VCD'"
"787","'IVC'"
"747","'GHU'"
"A320","'ILA'"
"A319","'BVY'"
"747","'DLM'"
"747","'OCA'"
"CRJ700","'LKB'"
"737","'ESU'"
"CRJ700","'EBD'"
"A321","'SDG'"
"190","'LNN'"
"CRJ700","'MWL'"
"747","'SUP'"
"707","'BFI'"
"757","'SPF'"
"777","'YFH'"
"737","'KYI'"
"707","'YSP'"
"A332","'ATF'"
"767","'ENC'"
"747","'TOO'"
"737","'SEE'"
"747","'GON'"
"787","'SZT'"
"CRJ440","'PBZ'"
"MD80","'TST'"
"787","'PNK'"
"MD80","'PVA'"
"CRJ100","'LIP'"
"ERJ145","'YSU'"
"190","'OAA'"
"707","'YPL'"
"757","'BJA'"
"A321","'ESS'"
"767","'TLJ'"
"777","'MVA'"
"A320","'WYE'"
"707","'QLP'"
"A332","'LOP'"
"170","'PRH'"
"A321","'KYU'"
"CRJ700","'KUF'"
"MD80","'KJI'"
"CRJ100","'FNB'"
"747","'GNB'"
"CRJ100","'CIX'"
"CRJ440","'HMY'"
"767","'VDY'"
"MD80","'BJC'"
"707","'YWY'"
"A332","'YWB'"
"747","'LYE'"
"CRJ100","'BUL'"
"777","'WUZ'"
"707","'CKV'"
"767","'YXH'"
"A319","'CEM'"
"757","'KOQ'"
"757","'TIX'"
"MD80","'BPC'"
"737","'PTZ'"
"ERJ145","'KZC'"
"CRJ700","'ENS'"
"757","'EGV'"
"A332","'RTA'"
"A332","'GDZ'"
"CRJ440","'DTA'"
"A319","'MMB'"
"CRJ440","'ARA'"
"MD80","'JDH'"
"MD80","'HUS'"
"CRJ440","'LFM'"
"747","'AKB'"
"190","'FSD'"
"727","'SPP'"
"737","'MCW'"
"757","'AMC'"
"727","'TQD'"
"787","'STW'"
"190","'JAN'"
"A332","'MVD'"
"767","'GBK'"
"727","'LWS'"
"757","'EAA'"
"737","'AGV'"
"170","'VCL'"
"ERJ145","'JOS'"
"ERJ145","'MCS'"
"CRJ440","'ANI'"
"170","'UCK'"
"727","'YME'"
"777","'YFJ'"
"ERJ145","'VXE'"
"777","'ELP'"
"A319","'NZC'"
"737","'WMN'"
"MD80","'HOX'"
"707","'POM'"
"CRJ440","'ABE'"
"CRJ440","'OXF'"
"CRJ700","'YBL'"
"170","'RRS'"
"CRJ100","'FOE'"
"737","'NTR'"
"A320","'NSI'"
"CRJ700","'BLL'"
"767","'TPA'"
"A319","'PLM'"
"707","'MGC'"
"A319","'HSH'"
"757","'APZ'"
"ERJ145","'PHA'"
"757","'HOG'"
"777","'RWF'"
"707","'ONX'"
"737","'YRQ'"
"767","'GID'"
"727","'VRK'"
"737","'LTI'"
"A319","'YZT'"
"747","'WYA'"
"787","'YBE'"
"170","'NGK'"
"737","'ANB'"
"777","'GPI'"
"A332","'ZKG'"
"CRJ440","'WSZ'"
"CRJ440","'CJA'"
"767","'FLO'"
"767","'MLY'"
"A332","'KIV'"
"190","'LUA'"
"747","'HDM'"
"707","'BFD'"
"ERJ145","'YPD'"
"ERJ145","'ROA'"
"747","'WGA'"
"190","'PMH'"
"A321","'UTP'"
"A320","'MLG'"
"ERJ145","'NDD'"
"A332","'CBF'"
"CRJ440","'PEK'"
"707","'UUN'"
"CRJ100","'PAM'"
"MD80","'AUS'"
"A319","'JJN'"
"190","'DNA'"
"190","'KOV'"
"707","'JQA'"
"767","'OLZ'"
"170","'YVM'"
"707","'BEG'"
"727","'UGA'"
"A320","'DJO'"
"170","'YLH'"
"A319","'PTG'"
"737","'KYU'"
"777","'UNG'"
"707","'MMU'"
"ERJ145","'KOW'"
"A319","'YNM'"
"A319","'BME'"
"A320","'PTT'"
"CRJ700","'OKD'"
"A332","'FNB'"
"707","'ZNZ'"
"747","'XIQ'"
"A319","'SXI'"
"727","'YKX'"
"767","'YFC'"
"747","'CAX'"
"A321","'NAQ'"
"ERJ145","'BUJ'"
"A332","'VLD'"
"170","'HTN'"
"CRJ100","'OGX'"
"190","'HAW'"
"A321","'VFA'"
"A332","'UKT'"
"CRJ700","'VUS'"
"707","'YEK'"
"757","'AEA'"
"747","'KOA'"
"757","'UNI'"
"787","'PBR'"
"747","'YHO'"
"757","'KIR'"
"737","'LAN'"
"A320","'PBU'"
"ERJ145","'STN'"
"747","'WWK'"
"A319","'TBB'"
"A321","'GXY'"
"CRJ100","'ISW'"
"CRJ700","'GON'"
"787","'XYE'"
"747","'NAM'"
"707","'EEK'"
"CRJ100","'TVL'"
"170","'JIW'"
"757","'YRM'"
"A321","'BDA'"
"CRJ100","'CFN'"
"737","'GKK'"
"727","'KIO'"
"747","'GET'"
"707","'DLU'"
"A319","'LYC'"
"A332","'VII'"
"787","'UNA'"
"737","'JKL'"
"CRJ700","'KSD'"
"747","'JRH'"
"727","'MRY'"
"A320","'PNT'"
"MD80","'COH'"
"767","'SMN'"
"A332","'SDB'"
"A319","'YBP'"
"CRJ440","'TJI'"
"A332","'TTJ'"
"737","'TYB'"
"MD80","'TBZ'"
"MD80","'PVD'"
"777","'DLG'"
"170","'NAQ'"
"A332","'OSF'"
"MD80","'QOW'"
"CRJ700","'RUD'"
"MD80","'IXG'"
"707","'SRE'"
"A319","'JEG'"
"CRJ700","'BNG'"
"747","'SQJ'"
"737","'ORE'"
"CRJ100","'PJA'"
"CRJ440","'EVN'"
"747","'YDG'"
"787","'TSN'"
"A319","'VEE'"
"707","'MZW'"
"CRJ700","'MMK'"
"CRJ100","'KPN'"
"727","'AGQ'"
"767","'LWB'"
"727","'OKL'"
"170","'KGF'"
"CRJ100","'SQJ'"
"757","'DMN'"
"787","'QYD'"
"CRJ100","'OER'"
"787","'SWQ'"
"747","'ZUM'"
"777","'LGH'"
"A319","'UPN'"
"777","'KRO'"
"757","'RUA'"
"190","'ENW'"
"170","'MXX'"
"707","'MAQ'"
"CRJ100","'JFK'"
"757","'MEL'"
"767","'BZK'"
"777","'BKO'"
"777","'VDA'"
"170","'CUE'"
"A321","'BMG'"
"727","'XSC'"
"A321","'CYW'"
"MD80","'YME'"
"A321","'TST'"
"MD80","'YWH'"
"A320","'JQE'"
"MD80","'NKX'"
"A320","'OMI'"
"CRJ700","'RER'"
"737","'ZMM'"
"777","'YRO'"
"190","'YZT'"
"727","'IPN'"
"A332","'TMC'"
"727","'BFE'"
"757","'HYD'"
"CRJ700","'HSH'"
"170","'SLC'"
"170","'ATD'"
"170","'XLB'"
"170","'RTS'"
"CRJ100","'DTD'"
"A321","'LAL'"
"CRJ100","'SXQ'"
"A320","'GMZ'"
"727","'YPH'"
"A319","'YBI'"
"787","'IGA'"
"747","'IEG'"
"777","'GID'"
"727","'SIQ'"
"727","'NCY'"
"787","'FDO'"
"190","'LPL'"
"777","'NNA'"
"A320","'SHJ'"
"767","'NMT'"
"727","'GAL'"
"CRJ700","'FKB'"
"757","'ISN'"
"CRJ700","'DLU'"
"A319","'RHD'"
"ERJ145","'LIY'"
"747","'FYN'"
"747","'BRQ'"
"A321","'KID'"
"MD80","'BBU'"
"727","'ABK'"
"737","'VAO'"
"777","'FFA'"
"CRJ100","'CVM'"
"A320","'HGN'"
"747","'ULV'"
"777","'CAQ'"
"A332","'GFR'"
"ERJ145","'DYL'"
"737","'CNB'"
"CRJ440","'TJS'"
"CRJ100","'OSS'"
"707","'KGJ'"
"CRJ440","'BVG'"
"CRJ100","'EGI'"
"A320","'LVP'"
"737","'BLR'"
"A332","'MON'"
"737","'CJA'"
"757","'GHB'"
"190","'ATY'"
"A321","'AEH'"
"A319","'WMB'"
"ERJ145","'PGA'"
"A320","'IOW'"
"787","'APO'"
"707","'NYE'"
"787","'UNN'"
"737","'TTH'"
"CRJ700","'OKE'"
"727","'BSL'"
"A332","'UTA'"
"A319","'ENA'"
"727","'FDY'"
"A321","'LSX'"
"A320","'ANX'"
"A319","'GAM'"
"707","'ROI'"
"747","'QRC'"
"747","'BLV'"
"190","'SMA'"
"CRJ440","'UUS'"
"777","'ISO'"
"737","'FTK'"
"767","'NKC'"
"737","'FLB'"
"CRJ700","'YQA'"
"A319","'MFD'"
"767","'PUZ'"
"707","'ZJN'"
"ERJ145","'QLR'"
"A320","'FLP'"
"767","'HAV'"
"MD80","'SBR'"
"777","'NAO'"
"CRJ440","'GZP'"
"757","'CWC'"
"CRJ440","'FSP'"
"MD80","'KJA'"
"A319","'TSB'"
"707","'SJL'"
"727","'YYF'"
"MD80","'SJY'"
"707","'IBP'"
"A319","'ELD'"
"CRJ100","'FMH'"
"A332","'JSJ'"
"707","'BBT'"
"747","'MYR'"
"170","'OLA'"
"A320","'AUS'"
"190","'OGN'"
"737","'NDC'"
"CRJ440","'LUD'"
"707","'WIR'"
"A319","'EBU'"
"MD80","'EGC'"
"CRJ440","'ILP'"
"767","'ZGS'"
"MD80","'PXU'"
"A332","'VRL'"
"ERJ145","'DNH'"
"CRJ440","'IKO'"
"A319","'TEI'"
"CRJ100","'CMQ'"
"737","'YWP'"
"CRJ700","'XCZ'"
"A320","'SVZ'"
"757","'MOO'"
"767","'MQQ'"
"767","'BET'"
"170","'LNZ'"
"787","'HAU'"
"A332","'STM'"
"CRJ700","'FNT'"
"A320","'SWF'"
"A320","'MHC'"
"737","'KVB'"
"CRJ440","'ERD'"
"MD80","'KSO'"
"A321","'OAI'"
"A319","'EMN'"
"727","'APN'"
"747","'ALE'"
"767","'GUS'"
"MD80","'BMA'"
"CRJ700","'BFW'"
"757","'HCN'"
"A319","'FAI'"
"737","'QRO'"
"A321","'FFD'"
"CRJ100","'RAK'"
"CRJ700","'TCZ'"
"787","'KYI'"
"ERJ145","'GNV'"
"A320","'PDK'"
"CRJ440","'SZX'"
"A332","'PLO'"
"A320","'CMX'"
"767","'GCM'"
"190","'CRQ'"
"A321","'YPR'"
"CRJ700","'KUT'"
"ERJ145","'TJM'"
"A332","'MFD'"
"CRJ440","'TKX'"
"CRJ700","'ONK'"
"MD80","'ASN'"
"CRJ700","'BKO'"
"777","'CGN'"
"170","'SBH'"
"777","'NOT'"
"707","'HHE'"
"A332","'FZO'"
"CRJ100","'SUB'"
"190","'WVI'"
"CRJ440","'CSY'"
"727","'RTW'"
"777","'TAB'"
"ERJ145","'ONQ'"
"A319","'TFS'"
"787","'ORN'"
"190","'DAG'"
"MD80","'KFA'"
"A319","'MTT'"
"787","'SJK'"
"747","'RCO'"
"170","'KFG'"
"747","'AHE'"
"787","'EIK'"
"747","'MRQ'"
"A332","'JZH'"
"CRJ700","'YLK'"
"707","'CHQ'"
"MD80","'FIE'"
"727","'GFO'"
"747","'FIE'"
"777","'JIB'"
"ERJ145","'BJU'"
"170","'VTB'"
"727","'MRI'"
"757","'PBR'"
"777","'HQM'"
"A321","'AOP'"
"CRJ440","'SVD'"
"777","'HTY'"
"707","'HGL'"
"767","'PLS'"
"727","'PHD'"
"767","'BHO'"
"A321","'FOK'"
"CRJ700","'KND'"
"707","'MBU'"
"767","'DHF'"
"A319","'JQA'"
"CRJ700","'YHN'"
"767","'RCA'"
"757","'NME'"
"CRJ100","'NNY'"
"ERJ145","'VMU'"
"787","'MIR'"
"757","'SBY'"
"747","'KGW'"
"727","'TGR'"
"757","'EGH'"
"A320","'SAD'"
"A332","'USN'"
"767","'MAK'"
"ERJ145","'BRW'"
"707","'BGE'"
"727","'SRH'"
"787","'CDS'"
"ERJ145","'JDO'"
"CRJ100","'KYK'"
"ERJ145","'YGG'"
"777","'BEK'"
"ERJ145","'GAY'"
"ERJ145","'SZR'"
"727","'WUA'"
"707","'OGG'"
"MD80","'RIB'"
"707","'IIL'"
"170","'OHS'"
"777","'CIX'"
"ERJ145","'CTT'"
"A320","'MDL'"
"707","'LRD'"
"767","'AEH'"
"747","'JKH'"
"757","'USK'"
"A320","'GWE'"
"190","'DHN'"
"707","'GFF'"
"A319","'PCL'"
"707","'JIQ'"
"A321","'FLO'"
"A332","'KSI'"
"MD80","'CMP'"
"787","'MYP'"
"757","'KMO'"
"707","'SYA'"
"747","'YLR'"
"A332","'CEC'"
"MD80","'QNC'"
"737","'RRR'"
"A319","'NVS'"
"757","'RMG'"
"A321","'URE'"
"757","'YPE'"
"757","'MQM'"
"727","'GED'"
"727","'TIU'"
"CRJ700","'SCW'"
"A320","'KOS'"
"737","'AIR'"
"A332","'HAW'"
"707","'YOD'"
"757","'CXJ'"
"707","'HBX'"
"707","'YRT'"
"A320","'SAT'"
"170","'YGH'"
"A320","'YAA'"
"757","'BRO'"
"747","'CLW'"
"CRJ700","'PBC'"
"A321","'RKH'"
"A320","'GFL'"
"MD80","'HFN'"
"767","'HFD'"
"190","'SLX'"
"787","'YFR'"
"CRJ700","'PEW'"
"A320","'GJA'"
"747","'OGZ'"
"CRJ100","'WAF'"
"190","'GMO'"
"787","'WTS'"
"A319","'MUS'"
"CRJ700","'YEL'"
"MD80","'RVA'"
"CRJ700","'FRD'"
"CRJ100","'UOX'"
"777","'CFK'"
"170","'CGQ'"
"727","'AIK'"
"CRJ100","'WAT'"
"170","'CVO'"
"170","'ESB'"
"190","'YHF'"
"ERJ145","'JFR'"
"747","'LKV'"
"170","'BPG'"
"A319","'DTM'"
"CRJ100","'YAB'"
"CRJ440","'HAN'"
"787","'YBP'"
"ERJ145","'PPN'"
"A332","'SML'"
"190","'BUW'"
"CRJ440","'KSA'"
"A321","'PUC'"
"A332","'BIR'"
"A321","'KVD'"
"767","'AKK'"
"737","'KGO'"
"747","'PMK'"
"757","'KAA'"
"A332","'SRE'"
"A321","'ABT'"
"747","'FNI'"
"A319","'AND'"
"190","'HSN'"
"767","'DMB'"
"787","'FCB'"
"A319","'RZE'"
"727","'OND'"
"A320","'HSK'"
"CRJ100","'IGL'"
"CRJ440","'UOS'"
"727","'SJU'"
"747","'CGY'"
"CRJ700","'SWS'"
"ERJ145","'TBR'"
"A319","'AJA'"
"ERJ145","'BKG'"
"A332","'BJO'"
"A320","'TYN'"
"767","'LPC'"
"A321","'MVB'"
"CRJ700","'WUZ'"
"CRJ440","'SQJ'"
"777","'EMD'"
"ERJ145","'ATA'"
"787","'MCC'"
"CRJ440","'CZU'"
"ERJ145","'EBA'"
"737","'OGU'"
"170","'EJA'"
"747","'KKH'"
"A319","'ILU'"
"CRJ100","'GLI'"
"737","'UIO'"
"A321","'LAE'"
"777","'GRS'"
"747","'NUW'"
"MD80","'CJC'"
"737","'WMO'"
"767","'KWK'"
"707","'MJD'"
"787","'RUV'"
"777","'SLW'"
"757","'IFH'"
"777","'IOM'"
"ERJ145","'LAN'"
"767","'BST'"
"767","'GRZ'"
"A320","'TSF'"
"CRJ100","'TRS'"
"A332","'FFO'"
"170","'YAA'"
"A320","'AKP'"
"747","'BYC'"
"CRJ440","'NUX'"
"A332","'HON'"
"CRJ700","'POL'"
"170","'TJB'"
"747","'BAH'"
"CRJ440","'CDA'"
"747","'VHZ'"
"757","'XME'"
"A321","'LBB'"
"A332","'ASO'"
"757","'SUU'"
"MD80","'TIR'"
"170","'KRF'"
"190","'GER'"
"A320","'GUW'"
"170","'VXE'"
"777","'ESL'"
"A332","'LTM'"
"A321","'LVM'"
"727","'GAD'"
"737","'ZVA'"
"CRJ100","'EBA'"
"787","'SMK'"
"777","'YYQ'"
"MD80","'KOP'"
"190","'YSF'"
"A332","'PEI'"
"A320","'SEZ'"
"A320","'PRZ'"
"190","'KHJ'"
"MD80","'FEG'"
"707","'NDJ'"
"190","'VAL'"
"MD80","'AIT'"
"MD80","'ADX'"
"190","'PKZ'"
"A321","'PPS'"
"CRJ100","'KEF'"
"747","'MWE'"
"737","'LZU'"
"170","'GZI'"
"CRJ100","'OPU'"
"A321","'MAS'"
"A332","'EVW'"
"737","'KPS'"
"190","'YTQ'"
"CRJ700","'SPW'"
"747","'CSH'"
"757","'UKT'"
"A332","'ULN'"
"A321","'TRI'"
"ERJ145","'OKK'"
"190","'BSU'"
"ERJ145","'YQB'"
"A332","'OMO'"
"737","'PLU'"
"A319","'SCQ'"
"767","'TRA'"
"787","'KSK'"
"A319","'MVY'"
"CRJ100","'LTX'"
"747","'OGU'"
"A321","'PDU'"
"A321","'SUI'"
"A319","'BBP'"
"170","'WME'"
"A320","'WPC'"
"A321","'AYW'"
"777","'THR'"
"CRJ700","'MGS'"
"787","'KGK'"
"707","'LVM'"
"737","'ZTM'"
"A319","'MRG'"
"707","'MWD'"
"ERJ145","'BMB'"
"CRJ100","'TJU'"
"A319","'PBN'"
"747","'DMB'"
"190","'UKG'"
"CRJ100","'YNP'"
"190","'IFH'"
"747","'HJJ'"
"A320","'PSZ'"
"787","'HAS'"
"170","'RCH'"
"747","'RNZ'"
"A332","'PYY'"
"A332","'TFF'"
"747","'GCH'"
"707","'PVR'"
"777","'NNY'"
"737","'PVA'"
"787","'TJS'"
"A319","'QSC'"
"787","'DBO'"
"ERJ145","'ABC'"
"ERJ145","'CPR'"
"CRJ440","'REG'"
"A332","'OSY'"
"787","'MSU'"
"747","'LXA'"
"MD80","'RMT'"
"A319","'PZE'"
"CRJ440","'HVN'"
"CRJ700","'FRE'"
"737","'HID'"
"787","'NWI'"
"A332","'DCF'"
"A319","'LNR'"
"A332","'KDH'"
"190","'QSI'"
"MD80","'AIR'"
"A332","'JNZ'"
"A320","'MJV'"
"727","'MRZ'"
"787","'PLP'"
"757","'WPC'"
"747","'YBT'"
"767","'CMP'"
"777","'OTR'"
"CRJ700","'URC'"
"747","'LHG'"
"727","'EPU'"
"A319","'MAY'"
"747","'JMK'"
"A319","'MXX'"
"767","'AUF'"
"707","'UVA'"
"CRJ100","'ZKB'"
"A319","'LDG'"
"777","'AVK'"
"CRJ440","'YAS'"
"CRJ100","'HAK'"
"787","'UDR'"
"A332","'HPA'"
"A319","'YKG'"
"170","'IGB'"
"A319","'JOK'"
"757","'PGA'"
"707","'MCX'"
"A319","'GLT'"
"CRJ700","'LWS'"
"767","'GRM'"
"787","'DUE'"
"727","'VAR'"
"A319","'ABC'"
"757","'CGX'"
"747","'EVN'"
"707","'JKH'"
"190","'YXP'"
"A319","'KDC'"
"ERJ145","'WAL'"
"727","'MAZ'"
"737","'ZOS'"
"170","'CCF'"
"A332","'TKP'"
"787","'KBS'"
"190","'KXK'"
"CRJ100","'RGT'"
"A332","'IPN'"
"CRJ700","'SVX'"
"727","'DRK'"
"A320","'RGK'"
"767","'NGD'"
"757","'TBN'"
"A319","'IXK'"
"757","'VDM'"
"757","'UUK'"
"737","'TRQ'"
"757","'BNX'"
"ERJ145","'NBG'"
"A319","'BUJ'"
"757","'OLS'"
"737","'RUR'"
"CRJ440","'ADP'"
"707","'ECG'"
"CRJ100","'TJG'"
"A321","'CDG'"
"767","'DRO'"
"747","'YGT'"
"170","'BRK'"
"CRJ700","'SKE'"
"ERJ145","'YRG'"
"A320","'IZO'"
"ERJ145","'CMH'"
"CRJ700","'MAD'"
"A332","'MGW'"
"707","'CIA'"
"CRJ700","'MLW'"
"727","'SBM'"
"787","'OZR'"
"CRJ100","'DUT'"
"CRJ440","'YLI'"
"737","'ZGS'"
"CRJ100","'BDT'"
"757","'LSZ'"
"CRJ100","'KNH'"
"757","'GRF'"
"A321","'JSY'"
"747","'SML'"
"787","'PDO'"
"A332","'BCD'"
"747","'MWX'"
"MD80","'ZGS'"
"777","'BKC'"
"CRJ440","'WFI'"
"737","'JMU'"
"707","'VNY'"
"190","'YGT'"
"ERJ145","'RSS'"
"737","'NIO'"
"A320","'YSK'"
"170","'DAM'"
"A320","'WMB'"
"A319","'CGR'"
"767","'KRH'"
"707","'MEB'"
"CRJ440","'PZO'"
"190","'TSA'"
"A321","'OAR'"
"A332","'SKV'"
"777","'YCK'"
"MD80","'JSM'"
"A332","'PPL'"
"CRJ100","'PEM'"
"A320","'LRU'"
"ERJ145","'SSR'"
"787","'TIE'"
"747","'PHW'"
"CRJ700","'LMA'"
"787","'ORG'"
"747","'TNC'"
"727","'MXF'"
"767","'SJJ'"
"A321","'LNZ'"
"757","'AEX'"
"787","'TLQ'"
"CRJ700","'NAJ'"
"757","'LTK'"
"A320","'BTK'"
"A320","'JAI'"
"777","'YMN'"
"190","'TUI'"
"170","'LSZ'"
"A332","'GMU'"
"190","'PQQ'"
"A320","'YBE'"
"767","'LLI'"
"CRJ100","'BOX'"
"190","'PMR'"
"787","'PCB'"
"777","'TMN'"
"767","'JNI'"
"ERJ145","'YSD'"
"MD80","'SCY'"
"757","'GCJ'"
"727","'ECN'"
"190","'SRH'"
"170","'BJP'"
"CRJ700","'SZZ'"
"ERJ145","'JNN'"
"707","'FNT'"
"170","'NLO'"
"707","'SZZ'"
"747","'NXX'"
"727","'SAT'"
"757","'LLA'"
"747","'ZJI'"
"737","'RNZ'"
"787","'JIQ'"
"A320","'BDE'"
"A319","'STB'"
"727","'STY'"
"757","'FMA'"
"A321","'HUL'"
"707","'ECP'"
"777","'ZER'"
"CRJ100","'PPA'"
"767","'HUA'"
"190","'VAA'"
"A321","'PPK'"
"CRJ700","'LOD'"
"CRJ100","'OAH'"
"CRJ100","'PXU'"
"737","'MPA'"
"777","'YNC'"
"A320","'IHC'"
"757","'AAF'"
"MD80","'SML'"
"787","'DSN'"
"777","'TMO'"
"CRJ440","'MOZ'"
"757","'HGU'"
"A332","'GDV'"
"787","'FAT'"
"CRJ440","'CRZ'"
"A332","'LYG'"
"767","'IXW'"
"747","'WHP'"
"727","'DYL'"
"A319","'KOC'"
"757","'BBX'"
"A319","'TOH'"
"737","'IXW'"
"CRJ700","'MUD'"
"707","'NOC'"
"727","'CBM'"
"767","'IKT'"
"767","'CCR'"
"747","'MLI'"
"A321","'DEF'"
"A319","'SUX'"
"777","'JKL'"
"170","'ASA'"
"190","'VHZ'"
"170","'CME'"
"A320","'OUL'"
"CRJ100","'WLG'"
"ERJ145","'OGX'"
"A321","'AST'"
"MD80","'LPB'"
"MD80","'YCS'"
"170","'IBE'"
"707","'DOP'"
"747","'XPL'"
"170","'TSE'"
"777","'XJM'"
"747","'VDY'"
"737","'RWF'"
"A332","'AAH'"
"CRJ440","'SWO'"
"170","'NAV'"
"CRJ440","'SKU'"
"757","'HKD'"
"757","'EGC'"
"A319","'MJV'"
"747","'ADF'"
"A320","'ITM'"
"190","'SNR'"
"747","'BMU'"
"CRJ440","'CZA'"
"CRJ700","'OVR'"
"737","'AIA'"
"737","'VOL'"
"747","'ATO'"
"A320","'AOL'"
"747","'SWU'"
"707","'GCK'"
"727","'MOO'"
"A319","'SML'"
"CRJ100","'UNT'"
"170","'HHQ'"
"MD80","'ILZ'"
"767","'PRQ'"
"747","'LFK'"
"767","'YKH'"
"727","'FEL'"
"CRJ700","'BFV'"
"A320","'GAJ'"
"737","'IAG'"
"CRJ700","'PSY'"
"190","'BAY'"
"767","'SPM'"
"170","'LHG'"
"777","'DEX'"
"727","'PEI'"
"A332","'CHS'"
"ERJ145","'EQS'"
"A321","'PAP'"
"737","'UPL'"
"170","'WKB'"
"757","'DPO'"
"A320","'MWX'"
"787","'YEG'"
"767","'GAQ'"
"CRJ100","'EGX'"
"170","'MXS'"
"190","'FRC'"
"787","'MQQ'"
"787","'GZP'"
"737","'BRK'"
"777","'AUX'"
"190","'IFL'"
"747","'KLC'"
"707","'WSZ'"
"MD80","'EML'"
"747","'GXY'"
"747","'PHD'"
"170","'LVI'"
"CRJ440","'EKA'"
"190","'GHB'"
"737","'MAA'"
"CRJ440","'GGW'"
"787","'LLF'"
"CRJ700","'BWQ'"
"A332","'BQN'"
"CRJ440","'CJU'"
"190","'BUG'"
"707","'VCD'"
"A319","'TMG'"
"A332","'QDJ'"
"CRJ700","'BZY'"
"777","'YDT'"
"747","'BMK'"
"CRJ700","'GNT'"
"707","'VSA'"
"737","'TUF'"
"757","'VGT'"
"MD80","'IUE'"
"A321","'AKV'"
"767","'RLK'"
"757","'JHQ'"
"767","'LPL'"
"A319","'RRR'"
"ERJ145","'WVB'"
"CRJ440","'JAK'"
"787","'CMP'"
"CRJ100","'BHU'"
"A319","'TSV'"
"777","'PUU'"
"CRJ700","'HAK'"
"CRJ700","'MMT'"
"170","'NKT'"
"A319","'INZ'"
"767","'ATY'"
"787","'BYS'"
"A332","'YRG'"
"787","'VEE'"
"747","'SDY'"
"727","'AQI'"
"767","'MDW'"
"170","'SJC'"
"CRJ440","'TUR'"
"CRJ700","'KCO'"
"A320","'TYS'"
"767","'OXR'"
"170","'NQI'"
"A319","'NPL'"
"757","'GOP'"
"CRJ100","'BNG'"
"CRJ700","'TJS'"
"CRJ440","'RAL'"
"747","'LRH'"
"CRJ100","'ARR'"
"787","'BVB'"
"A319","'CNP'"
"747","'FUL'"
"787","'ISW'"
"737","'ABX'"
"A319","'NMB'"
"170","'CDC'"
"170","'IKB'"
"CRJ100","'KMG'"
"170","'NEV'"
"190","'WPR'"
"CRJ100","'OGB'"
"CRJ100","'YDN'"
"A320","'OLS'"
"170","'OBS'"
"190","'GAY'"
"MD80","'XMH'"
"A332","'SBS'"
"747","'HIO'"
"170","'KVR'"
"787","'KRC'"
"767","'JAG'"
"CRJ100","'GUC'"
"707","'UIP'"
"737","'FKS'"
"CRJ700","'CHU'"
"767","'PMB'"
"ERJ145","'NVS'"
"MD80","'ZIA'"
"727","'CGM'"
"757","'YVQ'"
"777","'MPA'"
"190","'KQT'"
"CRJ700","'LBY'"
"787","'BTT'"
"737","'PNY'"
"A320","'PEX'"
"747","'BXO'"
"ERJ145","'DBD'"
"170","'TPS'"
"A320","'WDR'"
"767","'ESM'"
"737","'JIQ'"
"190","'SZR'"
"777","'XIJ'"
"190","'AKB'"
"A319","'JDO'"
"CRJ440","'HII'"
"CRJ700","'HZB'"
