"tratta","data_istanza","aeroplano","numero_posti_rimanenti"
"T16","2014-07-07","AP876",29
"T28","2000-05-11","AP976",10
"T13","2015-09-07","AP551",9
"T18","2008-05-28","AP384",324
"T27","2006-05-21","AP431",111
"T16","2004-06-19","AP413",21
"T13","2001-03-06","AP595",2
"T1","1992-03-04","AP54",8
"T1","2011-05-26","AP656",352
"T26","2013-04-18","AP356",24
"T13","2001-12-16","AP114",30
"T18","2018-07-07","AP834",14
"T6","2003-03-07","AP998",20
"T16","2007-05-29","AP705",1
"T13","2001-09-10","AP892",19
"T45","1991-06-06","AP242",12
"T47","1992-02-11","AP410",24
"T16","2020-04-02","AP148",73
"T9","2014-07-20","AP917",111
"T49","1995-09-02","AP441",87
"T34","2011-10-17","AP967",6
"T10","1995-04-04","AP566",8
"T35","1995-01-27","AP854",47
"T37","2012-05-20","AP417",8
"T27","1990-05-18","AP724",17
"T9","2018-06-08","AP773",88
"T42","1995-07-26","AP442",13
"T2","2013-11-06","AP735",116
"T45","2004-11-27","AP326",31
"T27","2012-05-18","AP498",72
"T50","2005-01-05","AP842",40
"T7","2016-12-10","AP218",52
"T3","1996-09-27","AP631",22
"T44","1995-09-09","AP805",35
"T17","1998-11-28","AP970",58
"T8","2008-07-24","AP852",104
"T42","2001-01-11","AP715",9
"T4","1996-10-30","AP63",16
"T40","2003-11-18","AP154",24
"T22","1999-10-02","AP297",76
"T45","1996-05-12","AP877",60
"T9","1995-09-07","AP128",20
"T44","2015-10-04","AP573",19
"T32","1992-07-14","AP727",43
"T13","1990-07-14","AP949",88
"T34","2006-02-28","AP356",13
"T10","1998-01-12","AP169",40
"T40","1992-07-25","AP218",50
"T3","2013-04-09","AP352",43
"T14","2001-04-07","AP795",155
"T17","2004-06-18","AP260",33
"T15","2005-08-03","AP650",1
"T43","2007-04-12","AP625",44
"T38","1994-02-25","AP220",2
"T47","2002-11-06","AP109",42
"T11","2014-05-24","AP755",23
"T33","2003-05-10","AP155",95
"T34","2016-10-27","AP404",26
"T35","2015-07-29","AP685",137
"T31","2014-01-10","AP993",121
"T1","1992-11-21","AP855",11
"T44","2002-01-13","AP596",36
"T21","1992-09-20","AP41",11
"T35","1997-10-16","AP283",22
"T49","2020-02-26","AP955",2
"T27","1998-10-02","AP769",66
"T33","1992-10-11","AP462",30
"T26","1999-10-03","AP302",6
"T35","2004-02-04","AP587",47
"T32","1998-02-22","AP108",31
"T2","1993-12-08","AP949",61
"T46","2009-04-29","AP935",34
"T33","2009-04-06","AP109",64
"T13","1993-08-12","AP617",71
"T45","2011-05-17","AP62",90
"T34","2010-12-30","AP531",70
"T17","2011-08-20","AP204",18
"T48","2020-12-23","AP703",11
"T22","2019-05-02","AP772",7
"T14","1991-09-30","AP780",87
"T24","2001-02-17","AP48",16
"T47","2013-11-15","AP219",139
"T40","2013-02-21","AP12",17
"T17","2017-06-20","AP861",23
"T24","2003-07-12","AP923",20
"T13","2013-09-24","AP151",14
"T4","1992-10-10","AP768",33
"T48","2020-06-21","AP349",34
"T13","2011-09-18","AP265",102
"T31","2010-03-26","AP923",19
"T33","1995-10-30","AP990",28
"T35","2011-10-06","AP706",4
"T50","2004-12-18","AP596",32
"T31","1995-05-27","AP814",73
"T25","2003-01-21","AP136",4
"T14","2015-07-30","AP716",14
"T49","2018-10-24","AP19",162
"T27","1994-05-06","AP129",6
"T8","1997-11-29","AP786",36
"T23","1992-04-21","AP542",134
"T30","2001-02-21","AP412",6
"T23","2000-01-20","AP416",68
"T10","1999-01-16","AP604",3
"T45","2005-08-13","AP536",38
"T40","2006-04-29","AP892",13
"T17","2001-12-26","AP915",189
"T13","2008-05-06","AP340",62
"T47","2017-10-09","AP992",44
"T5","1992-07-19","AP271",55
"T32","1990-12-04","AP73",23
"T36","2000-10-26","AP187",197
"T1","1995-07-16","AP56",13
"T27","2018-10-13","AP7",35
"T27","2004-07-05","AP575",3
"T1","2018-07-05","AP62",135
"T49","1995-11-23","AP657",18
"T39","1992-10-01","AP857",14
"T37","2004-07-29","AP911",36
"T12","1994-09-12","AP123",137
"T26","2002-11-28","AP269",139
"T33","2008-03-19","AP975",5
"T38","1995-03-29","AP885",14
"T43","2012-08-06","AP74",29
"T22","1999-07-21","AP873",141
"T10","2008-07-27","AP838",73
"T24","1999-11-01","AP891",16
"T47","2009-11-19","AP503",31
"T29","1997-01-28","AP626",127
"T28","1992-01-05","AP338",82
"T8","2003-12-19","AP413",33
"T22","2005-06-29","AP598",79
"T5","2016-10-04","AP447",54
"T35","1993-08-10","AP242",15
"T9","2016-04-23","AP609",58
"T44","2003-05-19","AP644",9
"T11","2002-08-16","AP466",21
"T26","1994-07-28","AP208",36
"T32","2020-01-16","AP361",56
"T36","2012-10-30","AP69",59
"T25","1995-01-11","AP749",32
"T1","2007-02-10","AP266",48
"T18","1995-02-19","AP404",10
"T31","2016-03-12","AP941",6
"T30","2016-11-17","AP3",30
"T25","2016-03-17","AP12",10
"T49","1996-12-10","AP716",33
"T2","1991-05-19","AP484",17
"T30","2004-04-01","AP801",18
"T14","1993-01-28","AP96",74
"T23","2009-11-10","AP908",150
"T24","2004-06-29","AP516",55
"T5","2016-11-10","AP570",4
"T50","1997-07-24","AP878",39
"T7","2002-04-18","AP261",30
"T21","2009-01-18","AP768",5
"T42","1996-02-22","AP951",5
"T26","1992-11-26","AP321",2
"T13","2003-04-11","AP6",32
"T3","2011-12-10","AP294",38
"T42","1997-12-11","AP685",127
"T39","2005-11-15","AP718",85
"T32","2014-08-26","AP578",20
"T20","2009-01-05","AP510",1
"T25","1999-10-17","AP464",57
"T24","2007-03-13","AP799",80
"T38","2004-11-06","AP556",50
"T46","2013-04-10","AP332",31
"T26","2016-04-01","AP532",1
"T50","1990-11-13","AP330",18
"T44","2006-12-26","AP36",63
"T47","2009-08-01","AP192",53
"T14","2005-10-16","AP355",254
"T20","2020-11-09","AP878",69
"T9","2011-09-26","AP382",133
"T23","1993-10-26","AP525",19
"T31","2014-12-31","AP251",128
"T2","1995-11-11","AP967",15
"T43","2016-08-09","AP934",103
"T47","1994-08-27","AP861",21
"T39","2016-12-02","AP353",1
"T38","1990-09-13","AP396",37
"T4","1995-09-08","AP593",42
"T17","1994-01-01","AP93",26
"T27","1992-01-25","AP434",3
"T45","1992-01-23","AP365",51
"T41","2010-09-16","AP556",31
"T19","2004-07-28","AP590",21
"T32","2000-04-15","AP696",1
"T48","2012-02-14","AP873",60
"T26","2008-07-25","AP158",45
"T38","2020-03-01","AP908",15
"T35","2016-01-17","AP7",61
"T43","1992-07-22","AP274",2
"T32","1998-01-30","AP303",35
"T9","1993-12-16","AP324",55
"T38","2001-03-06","AP324",84
"T11","2014-05-15","AP382",94
"T7","1999-08-31","AP657",1
"T12","2012-09-23","AP64",2
"T35","2010-12-01","AP734",108
"T38","1996-01-14","AP173",15
"T27","2000-05-06","AP35",22
"T12","2009-07-19","AP125",13
"T7","2009-07-06","AP628",48
"T16","1997-10-11","AP957",25
"T17","1990-04-13","AP533",7
"T44","2018-04-03","AP670",26
"T12","1997-09-15","AP34",34
"T36","2011-11-20","AP254",91
"T18","2006-02-07","AP643",13
"T41","2017-11-27","AP472",34
"T47","2008-11-15","AP876",60
"T30","2015-04-26","AP118",21
"T27","2004-03-17","AP960",177
"T17","1993-06-30","AP147",39
"T46","2002-05-25","AP592",55
"T48","1992-08-06","AP817",20
"T22","2004-10-07","AP728",60
"T22","2010-07-19","AP14",78
"T4","1990-08-24","AP528",7
"T43","1997-05-30","AP741",13
"T49","1995-12-31","AP157",112
"T9","1998-03-09","AP835",81
"T13","2003-07-23","AP651",104
"T18","2003-01-07","AP473",40
"T11","2007-10-27","AP884",67
"T17","2007-10-18","AP91",7
"T21","2000-04-20","AP647",54
"T14","2004-04-04","AP54",3
"T36","2007-01-11","AP285",2
"T14","1994-04-01","AP738",3
"T4","2003-04-19","AP514",2
"T9","1995-09-13","AP915",80
"T12","2010-09-09","AP986",9
"T13","2009-03-10","AP588",24
"T27","2010-02-26","AP922",37
"T45","2014-08-04","AP510",36
"T49","1995-03-12","AP24",304
"T9","2005-03-18","AP90",7
"T37","2016-08-04","AP47",21
"T49","1995-04-28","AP199",71
"T32","2013-09-14","AP954",102
"T40","1999-09-07","AP980",8
"T45","2000-11-30","AP758",16
"T5","2004-08-01","AP633",24
"T12","2005-08-30","AP950",19
"T2","2007-05-08","AP981",32
"T45","2017-04-01","AP574",8
"T39","1998-12-02","AP259",29
"T38","2006-07-23","AP540",20
"T13","2012-06-09","AP371",18
"T16","1991-12-12","AP118",113
"T28","1996-12-21","AP505",4
"T26","2019-06-07","AP157",10
"T24","2000-09-22","AP522",13
"T30","1992-01-15","AP135",1
"T6","2010-09-03","AP282",25
"T18","2015-01-03","AP937",10
"T16","2016-12-22","AP286",19
"T49","1994-10-24","AP516",19
"T19","2006-03-23","AP159",75
"T20","1996-07-30","AP257",35
"T38","2019-01-09","AP644",8
"T36","2015-06-11","AP263",2
"T48","2005-11-25","AP74",32
"T3","2005-01-21","AP731",159
"T14","2004-12-31","AP742",52
"T33","2012-07-13","AP116",6
"T48","1996-03-14","AP66",179
"T8","1994-10-04","AP394",78
"T17","2014-12-11","AP241",15
"T29","2017-03-09","AP188",62
"T11","1997-04-15","AP7",33
"T38","2010-11-02","AP219",89
"T11","2004-12-04","AP595",18
"T41","2005-01-28","AP672",9
"T39","2016-04-15","AP264",223
"T9","2005-10-22","AP961",38
"T38","1995-06-28","AP559",34
"T44","2006-12-24","AP818",151
"T8","2018-12-11","AP954",25
"T26","2003-12-22","AP420",1
"T45","2019-10-03","AP20",26
"T45","2016-07-03","AP157",145
"T28","2013-08-22","AP621",23
"T23","1992-06-05","AP510",58
"T48","2004-01-14","AP90",32
"T14","2001-09-19","AP157",86
"T9","2011-02-18","AP577",29
"T34","2004-03-02","AP877",25
"T50","2006-05-13","AP614",10
"T41","2015-05-04","AP390",20
"T2","2002-07-29","AP279",15
"T29","2012-01-22","AP610",13
"T38","1993-10-27","AP654",14
"T44","2001-10-13","AP505",178
"T22","2010-05-12","AP949",45
"T18","2011-11-19","AP399",73
"T47","2010-08-04","AP503",32
"T40","2005-02-26","AP491",222
"T40","2020-09-18","AP334",20
"T15","2007-05-31","AP547",8
"T30","2017-02-06","AP553",51
"T9","2017-07-17","AP475",42
"T6","2014-04-28","AP463",105
"T25","2006-11-22","AP307",208
"T38","2019-05-12","AP759",76
"T5","2000-05-28","AP940",59
"T12","1993-02-20","AP529",103
"T28","2017-11-16","AP137",27
"T49","1991-08-08","AP106",407
"T35","2020-11-21","AP971",14
"T34","2005-12-31","AP817",21
"T4","2019-10-06","AP716",10
"T31","2007-09-03","AP966",88
"T9","2003-12-28","AP562",130
"T23","2020-06-11","AP430",362
"T13","2013-12-13","AP776",7
"T33","1999-10-30","AP695",16
"T42","2006-07-11","AP728",6
"T35","2011-08-27","AP515",54
"T21","2003-09-24","AP388",11
"T43","1999-08-28","AP985",147
"T49","2001-10-01","AP125",28
"T43","2018-08-04","AP584",121
"T33","1990-03-23","AP758",10
"T4","2008-08-01","AP42",53
"T14","2004-02-25","AP646",166
"T8","1994-01-20","AP443",43
"T26","2005-08-02","AP924",25
"T11","1996-03-09","AP527",23
"T9","2010-01-13","AP434",10
"T7","2004-10-10","AP46",11
"T33","2007-08-24","AP275",11
"T8","2000-06-01","AP139",57
"T37","1999-02-23","AP255",30
"T16","1997-11-23","AP345",20
"T17","2000-03-18","AP687",7
"T41","2020-08-17","AP21",41
"T32","2007-05-31","AP478",242
"T19","2018-05-01","AP546",5
"T20","2017-04-06","AP121",23
"T46","1990-07-04","AP663",4
"T3","1991-02-21","AP595",18
"T43","2020-09-01","AP199",16
"T20","2008-07-01","AP759",433
"T32","1998-11-21","AP302",9
"T39","2014-12-25","AP509",82
"T5","2006-09-11","AP768",14
"T47","1991-09-06","AP752",33
"T40","1998-12-07","AP868",46
"T16","1990-04-19","AP708",3
"T20","2002-02-12","AP320",81
"T22","2015-02-18","AP811",74
"T14","2016-03-30","AP662",73
"T17","2012-12-22","AP551",13
"T41","2006-11-10","AP759",155
"T24","2009-09-09","AP92",10
"T24","1993-08-11","AP334",63
"T8","2011-01-28","AP790",34
"T40","2007-01-23","AP451",48
"T22","1993-01-15","AP333",5
"T33","1990-12-09","AP572",185
"T29","1991-01-17","AP520",108
"T2","2019-08-01","AP845",28
"T48","1997-10-29","AP451",14
"T32","2016-10-16","AP396",14
"T18","2008-01-17","AP257",44
"T6","2007-03-08","AP478",58
"T23","2010-09-29","AP975",26
"T47","2014-07-08","AP86",19
"T25","1993-01-07","AP545",29
"T30","2006-03-19","AP963",62
"T6","1992-06-27","AP485",47
"T43","2015-11-08","AP454",28
"T39","2007-01-17","AP864",210
"T48","2000-06-27","AP343",51
"T1","2017-02-12","AP845",47
"T32","2002-06-05","AP523",47
"T8","2013-02-20","AP528",27
"T5","1999-11-09","AP542",10
"T6","2019-09-08","AP353",27
"T37","2000-09-05","AP929",141
"T29","1992-05-11","AP473",143
"T41","1996-06-09","AP120",33
"T12","2018-02-18","AP809",128
"T8","1998-08-25","AP942",23
"T35","2007-05-15","AP694",21
"T48","1992-03-12","AP64",80
"T35","1999-09-23","AP996",12
"T49","1996-06-08","AP187",72
"T45","1998-09-03","AP419",29
"T25","1991-08-08","AP533",71
"T17","2012-05-20","AP185",2
"T8","1992-10-16","AP7",125
"T26","2006-05-21","AP975",52
"T17","1998-03-16","AP583",37
"T10","2003-04-27","AP679",8
"T44","2010-11-26","AP129",2
"T30","1997-12-11","AP172",8
"T49","2015-04-05","AP669",1
"T48","2016-04-12","AP985",83
"T23","2011-07-27","AP139",47
"T15","2001-04-03","AP945",78
"T24","2011-05-05","AP699",50
"T34","2020-02-10","AP775",17
"T26","2016-03-07","AP421",94
"T13","2002-12-03","AP948",29
"T10","2002-03-27","AP475",18
"T18","2015-10-21","AP353",53
"T5","1999-04-06","AP839",105
"T28","1998-01-27","AP739",35
"T8","2004-11-20","AP547",36
"T10","2019-01-31","AP266",129
"T19","1991-05-13","AP672",25
"T33","1998-03-12","AP120",22
"T17","2012-07-20","AP554",20
"T10","2013-11-10","AP599",92
"T5","2000-11-11","AP608",36
"T35","1991-02-06","AP530",183
"T47","2007-12-31","AP507",12
"T32","1994-02-07","AP590",42
"T41","2010-03-26","AP541",4
"T23","1998-12-12","AP998",4
"T10","2019-09-30","AP133",255
"T2","1990-11-02","AP905",220
"T2","2012-03-29","AP523",31
"T37","2005-07-15","AP267",98
"T17","2007-11-12","AP520",95
"T8","1991-05-28","AP432",49
"T23","2017-11-14","AP355",50
"T6","1998-08-16","AP240",14
"T31","2004-01-04","AP482",38
"T42","2002-06-21","AP733",66
"T19","1993-05-20","AP104",13
"T9","2003-03-16","AP988",43
"T25","2012-03-16","AP206",163
"T45","2005-06-08","AP270",60
"T45","1996-05-20","AP816",82
"T41","1990-08-17","AP25",37
"T35","1999-01-25","AP468",31
"T46","2016-07-21","AP144",116
"T49","1992-05-20","AP757",55
"T11","1990-09-11","AP125",74
"T46","1996-02-26","AP48",57
"T34","1990-10-22","AP235",109
"T20","2018-01-04","AP565",42
"T28","2014-02-01","AP874",18
"T38","2009-08-22","AP705",14
"T16","2020-05-31","AP561",22
"T45","2013-09-28","AP639",77
"T15","1994-02-28","AP296",212
"T9","2001-05-09","AP338",36
"T34","2018-03-09","AP503",4
"T12","2007-01-26","AP752",9
"T35","1994-01-20","AP300",15
"T39","2018-01-20","AP503",15
"T10","2016-01-31","AP54",10
"T7","2020-01-29","AP375",253
"T8","2019-02-17","AP46",38
"T45","2009-12-07","AP569",35
"T7","2020-07-08","AP834",2
"T29","1991-03-21","AP582",36
"T46","2007-07-17","AP774",96
"T43","2017-09-25","AP740",164
"T8","1994-03-09","AP623",26
"T27","1995-07-21","AP62",150
"T10","2003-10-18","AP474",48
"T18","2019-04-07","AP501",1
"T10","2007-03-07","AP45",17
"T21","1998-08-28","AP864",246
"T20","1996-05-27","AP420",46
"T19","1997-02-22","AP593",51
"T49","2003-01-22","AP535",95
"T46","1991-10-07","AP305",17
"T32","2001-12-13","AP255",67
"T5","2003-01-20","AP562",13
"T17","2006-04-19","AP110",1
"T29","2006-07-09","AP376",93
"T7","1999-11-04","AP934",45
"T48","1990-08-10","AP489",14
"T48","2020-10-14","AP700",9
"T7","2004-08-12","AP971",23
"T20","1994-09-02","AP179",7
"T43","2016-11-14","AP273",59
"T44","2005-02-26","AP269",53
"T19","2016-02-29","AP582",36
"T29","2016-10-16","AP508",59
"T32","2016-05-25","AP697",30
"T20","1994-11-15","AP779",54
"T47","2000-10-27","AP947",134
"T7","1995-03-24","AP156",23
"T5","1993-11-23","AP783",8
"T29","2019-09-21","AP584",66
"T2","2013-08-25","AP617",8
"T40","2015-10-29","AP180",4
"T30","2003-11-10","AP655",27
"T46","2000-01-05","AP950",11
"T30","2000-05-27","AP664",71
"T38","2011-08-26","AP9",7
"T1","2020-04-26","AP392",31
"T19","1991-11-04","AP970",45
"T35","1999-04-11","AP236",6
"T7","2020-08-17","AP181",169
"T1","2007-07-18","AP177",6
"T45","2018-01-27","AP37",16
"T37","1990-03-17","AP826",29
"T37","2000-01-14","AP945",20
"T1","2005-10-09","AP797",19
"T24","2013-12-29","AP667",81
"T7","2011-03-08","AP63",1
"T7","2001-06-30","AP60",19
"T3","1998-12-08","AP588",15
"T2","1999-01-27","AP179",11
"T39","1994-12-27","AP56",194
"T34","2007-11-22","AP981",36
"T39","2010-07-02","AP745",56
"T21","2012-02-11","AP725",9
"T19","2007-02-11","AP452",40
"T40","1992-12-30","AP371",35
"T12","2011-08-21","AP742",81
"T35","2007-05-16","AP578",17
"T19","2015-09-30","AP235",105
"T47","2010-06-06","AP313",27
"T35","1993-06-10","AP723",4
"T47","2003-03-03","AP4",66
"T15","1996-02-17","AP456",10
"T49","1999-12-26","AP959",3
"T4","2002-04-28","AP639",2
"T12","1991-11-25","AP374",170
"T8","1997-07-12","AP210",20
"T35","1997-06-02","AP734",19
"T11","1996-12-31","AP474",28
"T41","1991-07-23","AP518",163
"T17","1999-03-17","AP71",89
"T12","2015-09-10","AP963",110
"T9","1995-05-18","AP889",262
"T42","1997-09-25","AP338",57
"T25","2017-07-27","AP332",3
"T15","2014-01-31","AP67",57
"T22","1992-04-24","AP56",54
"T37","1993-11-19","AP901",54
"T28","2002-12-15","AP289",27
"T20","1991-09-01","AP208",21
"T18","1993-12-06","AP1000",47
"T33","2020-11-26","AP510",50
"T43","2008-04-03","AP156",17
"T30","1999-09-21","AP406",37
"T48","2007-08-16","AP220",25
"T24","2002-08-23","AP52",15
"T18","1995-03-17","AP636",27
"T17","1998-10-05","AP71",107
"T27","1996-01-22","AP281",91
"T13","2007-01-07","AP5",44
"T20","2006-10-05","AP175",5
"T36","2010-12-23","AP624",21
"T14","1998-11-28","AP138",12
"T33","2012-04-06","AP462",22
"T48","2005-10-15","AP761",47
"T8","1994-10-10","AP442",23
"T41","1997-02-02","AP407",2
"T15","2015-02-19","AP747",22
"T33","2007-01-28","AP464",149
"T43","2013-04-05","AP307",77
"T8","2004-05-24","AP517",38
"T14","2016-03-18","AP444",67
"T46","2002-05-18","AP897",4
"T15","2012-04-20","AP811",49
"T11","1993-12-06","AP174",17
"T23","2013-05-11","AP286",3
"T35","1996-02-05","AP758",22
"T44","2001-04-29","AP750",27
"T49","1998-01-05","AP520",26
"T49","2002-12-14","AP939",1
"T11","2016-04-21","AP784",7
"T32","2018-11-13","AP224",7
"T14","2006-10-16","AP952",55
"T32","1990-08-03","AP490",187
"T6","1999-07-28","AP80",19
"T16","1999-10-16","AP754",43
"T2","2000-09-15","AP505",163
"T46","2008-11-17","AP682",34
"T47","2013-11-18","AP217",31
"T33","2008-01-09","AP157",155
"T9","2016-11-05","AP342",8
"T45","2018-03-01","AP787",31
"T34","2001-02-16","AP287",109
"T35","2014-11-04","AP94",23
"T12","2011-07-15","AP926",20
"T8","1997-08-23","AP30",24
"T44","2004-03-09","AP844",68
"T50","2002-07-20","AP717",20
"T46","2011-12-29","AP853",3
"T31","1994-06-26","AP204",49
"T14","2007-08-08","AP327",44
"T43","2018-10-15","AP40",89
"T42","2008-11-27","AP109",82
"T30","2007-12-13","AP818",191
"T27","2020-03-07","AP667",47
"T13","2008-11-09","AP987",25
"T4","2016-10-04","AP77",36
"T37","2006-10-28","AP343",121
"T15","1993-01-30","AP104",7
"T1","1996-07-01","AP816",94
"T36","2011-11-01","AP68",44
"T48","2011-07-12","AP467",77
"T17","1990-07-26","AP846",47
"T47","2013-05-17","AP841",4
"T33","2000-12-24","AP682",25
"T39","1993-10-26","AP315",37
"T28","1999-02-09","AP931",25
"T41","2018-03-06","AP945",98
"T41","2016-05-18","AP187",247
"T21","2019-09-12","AP979",9
"T26","2007-05-18","AP89",5
"T5","1993-05-07","AP583",73
"T41","2016-06-28","AP603",33
"T28","2019-06-14","AP607",39
"T1","2007-06-23","AP974",14
"T10","2012-04-23","AP573",2
"T27","1994-12-16","AP44",88
"T42","1993-08-03","AP698",195
"T41","2014-09-23","AP621",5
"T32","1998-07-07","AP551",18
"T17","1998-12-31","AP270",111
"T33","2013-02-13","AP217",20
"T36","2013-12-05","AP156",3
"T15","2010-05-30","AP184",45
"T49","1998-04-27","AP666",11
"T34","1992-06-22","AP632",2
"T18","1994-12-27","AP45",32
"T47","2020-05-23","AP798",9
"T19","2011-12-16","AP213",15
"T39","2007-09-20","AP324",19
"T3","2010-04-11","AP77",44
"T7","2004-10-29","AP828",79
"T34","1996-05-06","AP1000",29
"T35","2003-03-21","AP583",55
"T13","2009-06-07","AP456",16
"T35","2000-08-14","AP44",68
"T17","2009-06-02","AP267",194
"T16","2000-08-26","AP602",29
"T14","1990-10-23","AP766",36
"T38","2007-07-28","AP873",94
"T39","2008-04-25","AP940",33
"T36","1994-07-07","AP940",5
"T8","2017-03-11","AP385",161
"T24","1995-08-06","AP306",43
"T50","2000-04-23","AP231",48
"T26","2015-05-05","AP864",236
"T16","2001-12-20","AP666",65
"T11","2005-07-22","AP25",2
"T11","1992-04-01","AP651",88
"T45","2015-06-04","AP879",53
"T49","2018-04-15","AP962",20
"T39","1997-03-11","AP577",19
"T44","2008-03-26","AP628",44
"T23","2011-08-16","AP294",7
"T46","1993-05-31","AP419",14
"T17","1998-06-03","AP478",8
"T19","1995-08-13","AP420",33
"T34","2011-07-08","AP153",319
"T14","2005-01-03","AP244",60
"T40","2010-02-06","AP579",24
"T48","2010-06-29","AP919",4
"T46","1998-04-15","AP372",55
"T47","2014-07-10","AP557",82
"T1","2013-07-22","AP62",165
"T32","2018-06-02","AP486",141
"T40","1994-06-08","AP939",2
"T8","2006-06-02","AP223",3
"T43","2000-03-02","AP342",60
"T47","2001-03-24","AP869",71
"T36","1992-08-07","AP28",9
"T35","1991-12-28","AP229",12
"T31","2014-01-24","AP573",2
"T27","2017-02-03","AP852",127
"T40","2017-02-08","AP306",67
"T29","1993-08-12","AP202",107
"T11","2004-12-05","AP16",23
"T19","2012-06-22","AP594",24
"T10","1994-12-14","AP869",87
"T36","1990-04-05","AP644",18
"T37","2009-09-28","AP246",25
"T20","2014-02-02","AP325",10
"T25","2008-11-27","AP969",18
"T14","1990-11-12","AP5",155
"T48","1991-04-11","AP222",30
"T43","2001-04-20","AP372",112
"T6","2018-06-01","AP464",1
"T39","2004-07-30","AP761",44
"T12","1995-05-11","AP728",49
"T15","2005-10-23","AP15",4
"T14","2005-05-01","AP759",183
"T26","2010-11-07","AP122",73
"T22","2014-09-20","AP619",105
"T31","2017-03-01","AP129",43
"T4","2007-04-27","AP933",4
"T2","1997-10-25","AP113",27
"T23","1995-12-19","AP352",38
"T45","1995-12-14","AP807",14
"T18","2002-05-17","AP640",33
"T45","2020-10-05","AP508",20
"T33","1995-02-09","AP203",4
"T14","2010-11-21","AP855",21
"T27","1998-02-06","AP138",17
"T21","2014-11-28","AP194",13
"T36","2015-02-04","AP289",67
"T18","2020-10-07","AP824",34
"T1","2005-03-21","AP408",9
"T46","2003-07-29","AP757",57
"T3","2009-10-22","AP372",321
"T20","2006-11-25","AP105",309
"T22","2008-07-02","AP722",66
"T35","2014-04-19","AP911",21
"T4","1992-02-25","AP115",20
"T26","2020-06-25","AP285",7
"T16","2010-03-29","AP112",49
"T37","2013-03-21","AP804",47
"T47","1994-02-06","AP331",13
"T10","2005-01-10","AP532",12
"T16","1999-11-20","AP193",118
"T9","2012-11-29","AP839",135
"T17","2012-06-22","AP800",14
"T28","2012-12-26","AP214",15
"T36","2019-07-14","AP579",10
"T31","2017-04-17","AP410",41
"T11","2007-05-11","AP837",12
"T16","2001-09-08","AP726",16
"T31","2002-07-24","AP470",44
"T32","1994-06-15","AP905",179
"T2","2001-06-03","AP970",48
"T36","1995-02-10","AP887",8
"T24","2012-08-18","AP820",105
"T1","2018-01-28","AP126",94
"T48","2017-01-29","AP709",34
"T12","1997-10-31","AP574",1
"T35","2009-10-05","AP429",41
"T26","2020-08-18","AP299",10
"T18","2011-03-07","AP842",35
"T30","2000-07-02","AP59",164
"T48","1994-01-23","AP385",50
"T29","2007-03-16","AP614",25
"T43","1997-09-12","AP771",4
"T41","2009-12-27","AP571",20
"T36","1991-12-20","AP978",28
"T30","1995-12-06","AP283",15
"T26","2002-06-29","AP458",102
"T19","2019-03-29","AP278",65
"T42","2016-09-26","AP686",45
"T43","1994-06-01","AP544",80
"T24","2010-01-31","AP506",49
"T33","2018-08-01","AP168",3
"T7","2011-05-11","AP888",109
"T6","2018-11-03","AP448",67
"T37","2007-09-16","AP746",87
"T36","2020-10-25","AP371",18
"T32","1999-10-25","AP441",62
"T44","2001-07-04","AP115",61
"T49","2016-02-17","AP678",5
"T39","1997-07-14","AP834",16
"T24","2005-03-04","AP234",28
"T41","2010-12-02","AP442",13
"T7","2019-05-30","AP235",88
"T37","2009-11-15","AP509",7
"T28","2015-08-16","AP543",102
"T28","2006-03-24","AP928",32
"T5","2013-06-30","AP495",2
"T39","2018-01-16","AP578",97
"T39","2002-01-22","AP902",21
"T16","2018-02-16","AP718",73
"T49","1996-03-19","AP317",18
"T20","2007-03-13","AP663",27
"T10","2006-06-22","AP900",45
"T23","2009-08-10","AP315",9
"T41","1992-04-23","AP802",6
"T33","1999-04-22","AP115",10
"T40","2017-10-17","AP78",38
"T25","2014-07-28","AP546",27
"T47","2007-12-04","AP696",6
"T40","2015-05-07","AP839",88
"T37","2014-09-19","AP61",1
"T31","1996-09-09","AP612",7
"T24","2013-11-18","AP779",71
"T13","2002-06-16","AP723",86
"T27","2003-12-02","AP926",11
"T22","1998-03-17","AP925",28
"T40","1997-09-30","AP177",60
"T20","1999-09-10","AP143",20
"T17","2016-05-19","AP458",60
"T32","2017-07-26","AP727",25
"T2","1993-04-03","AP727",23
"T49","2007-07-12","AP545",3
"T24","2014-09-09","AP106",22
"T17","1994-08-28","AP878",14
"T17","2012-10-12","AP292",9
"T29","2003-02-21","AP432",16
"T6","2008-11-23","AP646",181
"T47","1994-09-13","AP348",151
"T39","2004-01-31","AP441",7
"T36","1997-04-30","AP418",100
"T28","2003-01-11","AP49",174
"T15","2015-01-05","AP706",22
"T33","1999-12-14","AP255",46
"T14","2007-11-04","AP377",93
"T28","2004-01-27","AP433",1
"T25","2009-06-01","AP577",14
"T48","2010-05-19","AP616",42
"T45","2005-05-27","AP209",415
"T1","1995-05-27","AP876",55
"T11","2010-08-01","AP753",19
"T47","2020-05-05","AP458",8
"T23","1996-07-30","AP110",143
"T6","1996-05-04","AP194",8
"T36","2007-05-29","AP57",11
"T35","1990-08-27","AP394",5
"T27","2003-09-30","AP182",58
"T5","1991-06-11","AP290",34
"T20","2010-06-07","AP836",47
"T8","1996-01-25","AP66",185
"T13","2004-09-19","AP862",50
