"nome","citta","nazione","codice"
"'Bisbee Douglas International Airport'","'Douglas'","'United States'","'DUG'"
"'Allen Army Airfield'","'Delta Junction'","'United States'","'BIG'"
"'TSTC Waco Airport'","'Waco'","'United States'","'CNW'"
"'Annette Island Airport'","'Annette Island'","'United States'","'ANN'"
"'Caribou Municipal Airport'","'Caribou'","'United States'","'CAR'"
"'Little Rock Air Force Base'","'Jacksonville'","'United States'","'LRF'"
"'Redstone Army Air Field'","'Redstone'","'United States'","'HUA'"
"'Pope Field'","'Fort Bragg'","'United States'","'POB'"
"'Dalhart Municipal Airport'","'Dalhart'","'United States'","'DHT'"
"'DLF Airport'","'Del Rio'","'United States'","'DLF'"
"'Los Angeles International Airport'","'Los Angeles'","'United States'","'LAX'"
"'Anniston Regional Airport'","'Anniston'","'United States'","'ANB'"
"'Cleveland Hopkins International Airport'","'Cleveland'","'United States'","'CLE'"
"'Dover Air Force Base'","'Dover'","'United States'","'DOV'"
"'Cincinnati Northern Kentucky International Airport'","'Cincinnati'","'United States'","'CVG'"
"'Tipton Airport'","'Fort Meade'","'United States'","'FME'"
"'Huron Regional Airport'","'Huron'","'United States'","'HON'"
"'Juneau International Airport'","'Juneau'","'United States'","'JNU'"
"'Lafayette Regional Airport'","'Lafayette'","'United States'","'LFT'"
"'Newark Liberty International Airport'","'Newark'","'United States'","'EWR'"
"'Boise Air Terminal/Gowen Field'","'Boise'","'United States'","'BOI'"
"'Creech Air Force Base'","'Indian Springs'","'United States'","'INS'"
"'Garden City Regional Airport'","'Garden City'","'United States'","'GCK'"
"'Minot International Airport'","'Minot'","'United States'","'MOT'"
"'Wheeler Army Airfield'","'Wahiawa'","'United States'","'HHI'"
"'Maxwell Air Force Base'","'Montgomery'","'United States'","'MXF'"
"'Dallas Love Field'","'Dallas'","'United States'","'DAL'"
"'Butts AAF (Fort Carson) Air Field'","'Fort Carson'","'United States'","'FCS'"
"'Helena Regional Airport'","'Helena'","'United States'","'HLN'"
"'Miramar Marine Corps Air Station - Mitscher Field'","'Miramar'","'United States'","'NKX'"
"'Luke Air Force Base'","'Phoenix'","'United States'","'LUF'"
"'Jack Northrop Field Hawthorne Municipal Airport'","'Hawthorne'","'United States'","'HHR'"
"'Houlton International Airport'","'Houlton'","'United States'","'HUL'"
"'Vance Air Force Base'","'Enid'","'United States'","'END'"
"'Point Mugu Naval Air Station (Naval Base Ventura Co)'","'Point Mugu'","'United States'","'NTD'"
"'Edwards Air Force Base'","'Edwards Afb'","'United States'","'EDW'"
"'Lake Charles Regional Airport'","'Lake Charles'","'United States'","'LCH'"
"'Ellison Onizuka Kona International At Keahole Airport'","'Kona'","'United States'","'KOA'"
"'Myrtle Beach International Airport'","'Myrtle Beach'","'United States'","'MYR'"
"'Lemoore Naval Air Station (Reeves Field) Airport'","'Lemoore'","'United States'","'NLC'"
"'Nantucket Memorial Airport'","'Nantucket'","'United States'","'ACK'"
"'Felker Army Air Field'","'Fort Eustis'","'United States'","'FAF'"
"'Campbell AAF (Fort Campbell) Air Field'","'Hopkinsville'","'United States'","'HOP'"
"'Ronald Reagan Washington National Airport'","'Washington'","'United States'","'DCA'"
"'Patuxent River Naval Air Station (Trapnell Field)'","'Patuxent River'","'United States'","'NHK'"
"'Palacios Municipal Airport'","'Palacios'","'United States'","'PSX'"
"'Arkansas International Airport'","'Blytheville'","'United States'","'BYH'"
"'Atlantic City International Airport'","'Atlantic City'","'United States'","'ACY'"
"'Tinker Air Force Base'","'Oklahoma City'","'United States'","'TIK'"
"'Elizabeth City Regional Airport & Coast Guard Air Station'","'Elizabeth City'","'United States'","'ECG'"
"'Pueblo Memorial Airport'","'Pueblo'","'United States'","'PUB'"
"'Northern Maine Regional Airport at Presque Isle'","'Presque Isle'","'United States'","'PQI'"
"'Gray Army Air Field'","'Fort Lewis'","'United States'","'GRF'"
"'Kodiak Airport'","'Kodiak'","'United States'","'ADQ'"
"'Upolu Airport'","'Opolu'","'United States'","'UPP'"
"'Fort Lauderdale Hollywood International Airport'","'Fort Lauderdale'","'United States'","'FLL'"
"'Falls International Airport'","'International Falls'","'United States'","'INL'"
"'Salt Lake City International Airport'","'Salt Lake City'","'United States'","'SLC'"
"'Childress Municipal Airport'","'Childress'","'United States'","'CDS'"
"'Keesler Air Force Base'","'Biloxi'","'United States'","'BIX'"
"'Lawson Army Air Field (Fort Benning)'","'Fort Benning'","'United States'","'LSF'"
"'Kingsville Naval Air Station'","'Kingsville'","'United States'","'NQI'"
"'Marshall Army Air Field'","'Fort Riley'","'United States'","'FRI'"
"'Harrisburg International Airport'","'Harrisburg'","'United States'","'MDT'"
"'Lincoln Airport'","'Lincoln'","'United States'","'LNK'"
"'Capital City Airport'","'Lansing'","'United States'","'LAN'"
"'Waimea Kohala Airport'","'Kamuela'","'United States'","'MUE'"
"'Massena International Richards Field'","'Massena'","'United States'","'MSS'"
"'Hickory Regional Airport'","'Hickory'","'United States'","'HKY'"
"'Albert Whitted Airport'","'St. Petersburg'","'United States'","'SPG'"
"'Page Field'","'Fort Myers'","'United States'","'FMY'"
"'George Bush Intercontinental Houston Airport'","'Houston'","'United States'","'IAH'"
"'Joint Base Andrews'","'Camp Springs'","'United States'","'ADW'"
"'Smith Reynolds Airport'","'Winston-salem'","'United States'","'INT'"
"'Southern California Logistics Airport'","'Victorville'","'United States'","'VCV'"
"'Bob Sikes Airport'","'Crestview'","'United States'","'CEW'"
"'St Clair County International Airport'","'Port Huron'","'United States'","'PHN'"
"'Meadows Field'","'Bakersfield'","'United States'","'BFL'"
"'El Paso International Airport'","'El Paso'","'United States'","'ELP'"
"'Valley International Airport'","'Harlingen'","'United States'","'HRL'"
"'Columbia Metropolitan Airport'","'Columbia'","'United States'","'CAE'"
"'Davis Monthan Air Force Base'","'Tucson'","'United States'","'DMA'"
"'Pensacola Naval Air Station/Forrest Sherman Field'","'Pensacola'","'United States'","'NPA'"
"'Pensacola Regional Airport'","'Pensacola'","'United States'","'PNS'"
"'Grand Forks Air Force Base'","'Red River'","'United States'","'RDR'"
"'William P Hobby Airport'","'Houston'","'United States'","'HOU'"
"'Buckley Air Force Base'","'Buckley'","'United States'","'BFK'"
"'Northway Airport'","'Northway'","'United States'","'ORT'"
"'Warren ''Bud'' Woods Palmer Municipal Airport'","'Palmer'","'United States'","'PAQ'"
"'Pittsburgh International Airport'","'Pittsburgh'","'United States'","'PIT'"
"'Wiley Post Will Rogers Memorial Airport'","'Barrow'","'United States'","'BRW'"
"'Ellington Airport'","'Houston'","'United States'","'EFD'"
"'Whidbey Island Naval Air Station (Ault Field)'","'Whidbey Island'","'United States'","'NUW'"
"'Alice International Airport'","'Alice'","'United States'","'ALI'"
"'Moody Air Force Base'","'Valdosta'","'United States'","'VAD'"
"'Miami International Airport'","'Miami'","'United States'","'MIA'"
"'Seattle Tacoma International Airport'","'Seattle'","'United States'","'SEA'"
"'Lovell Field'","'Chattanooga'","'United States'","'CHA'"
"'Igor I Sikorsky Memorial Airport'","'Stratford'","'United States'","'BDR'"
"'Jackson-Medgar Wiley Evers International Airport'","'Jackson'","'United States'","'JAN'"
"'Scholes International At Galveston Airport'","'Galveston'","'United States'","'GLS'"
"'Long Beach /Daugherty Field/ Airport'","'Long Beach'","'United States'","'LGB'"
"'Dillingham Airfield'","'Dillingham'","'United States'","'HDH'"
"'Williamsport Regional Airport'","'Williamsport'","'United States'","'IPT'"
"'Indianapolis International Airport'","'Indianapolis'","'United States'","'IND'"
"'Whiteman Air Force Base'","'Knobnoster'","'United States'","'SZL'"
"'Akron Fulton International Airport'","'Akron'","'United States'","'AKC'"
"'Greenwood–Leflore Airport'","'Greenwood'","'United States'","'GWO'"
"'Westchester County Airport'","'White Plains'","'United States'","'HPN'"
"'Francis S Gabreski Airport'","'West Hampton Beach'","'United States'","'FOK'"
"'Jonesboro Municipal Airport'","'Jonesboro'","'United States'","'JBR'"
"'Tonopah Test Range Airport'","'Tonopah'","'United States'","'XSD'"
"'Palm Beach County Park Airport'","'West Palm Beach'","'United States'","'LNA'"
"'North Island Naval Air Station-Halsey Field'","'San Diego'","'United States'","'NZY'"
"'Biggs Army Air Field (Fort Bliss)'","'El Paso'","'United States'","'BIF'"
"'Yuma MCAS/Yuma International Airport'","'Yuma'","'United States'","'YUM'"
"'Cavern City Air Terminal'","'Carlsbad'","'United States'","'CNM'"
"'Duluth International Airport'","'Duluth'","'United States'","'DLH'"
"'Bethel Airport'","'Bethel'","'United States'","'BET'"
"'Bowman Field'","'Louisville'","'United States'","'LOU'"
"'Sierra Vista Municipal Libby Army Air Field'","'Fort Huachuca'","'United States'","'FHU'"
"'Lihue Airport'","'Lihue'","'United States'","'LIH'"
"'Havre City County Airport'","'Havre'","'United States'","'HVR'"
"'Grant County International Airport'","'Grant County Airport'","'United States'","'MWH'"
"'Edward F Knapp State Airport'","'Montpelier'","'United States'","'MPV'"
"'Richmond International Airport'","'Richmond'","'United States'","'RIC'"
"'Shreveport Regional Airport'","'Shreveport'","'United States'","'SHV'"
"'Merle K (Mudhole) Smith Airport'","'Cordova'","'United States'","'CDV'"
"'Norfolk International Airport'","'Norfolk'","'United States'","'ORF'"
"'Southeast Texas Regional Airport'","'Beaumont'","'United States'","'BPT'"
"'Savannah Hilton Head International Airport'","'Savannah'","'United States'","'SAV'"
"'Hill Air Force Base'","'Ogden'","'United States'","'HIF'"
"'Nome Airport'","'Nome'","'United States'","'OME'"
"'St Petersburg Clearwater International Airport'","'St. Petersburg'","'United States'","'PIE'"
"'Menominee Regional Airport'","'Macon'","'United States'","'MNM'"
"'Conroe-North Houston Regional Airport'","'Conroe'","'United States'","'CXO'"
"'Deadhorse Airport'","'Deadhorse'","'United States'","'SCC'"
"'San Antonio International Airport'","'San Antonio'","'United States'","'SAT'"
"'Greater Rochester International Airport'","'Rochester'","'United States'","'ROC'"
"'Patrick Air Force Base'","'Coco Beach'","'United States'","'COF'"
"'Teterboro Airport'","'Teterboro'","'United States'","'TEB'"
"'Ellsworth Air Force Base'","'Rapid City'","'United States'","'RCA'"
"'Raleigh Durham International Airport'","'Raleigh-durham'","'United States'","'RDU'"
"'James M Cox Dayton International Airport'","'Dayton'","'United States'","'DAY'"
"'Kenai Municipal Airport'","'Kenai'","'United States'","'ENA'"
"'Mc Alester Regional Airport'","'Mcalester'","'United States'","'MLC'"
"'Niagara Falls International Airport'","'Niagara Falls'","'United States'","'IAG'"
"'Coulter Field'","'Bryan'","'United States'","'CFD'"
"'Wright AAF (Fort Stewart)/Midcoast Regional Airport'","'Wright'","'United States'","'LIY'"
"'Newport News Williamsburg International Airport'","'Newport News'","'United States'","'PHF'"
"'Esler Regional Airport'","'Alexandria'","'United States'","'ESF'"
"'Altus Air Force Base'","'Altus'","'United States'","'LTS'"
"'Tucson International Airport'","'Tucson'","'United States'","'TUS'"
"'Minot Air Force Base'","'Minot'","'United States'","'MIB'"
"'Beale Air Force Base'","'Marysville'","'United States'","'BAB'"
"'Greater Kankakee Airport'","'Kankakee'","'United States'","'IKK'"
"'Seymour Johnson Air Force Base'","'Goldsboro'","'United States'","'GSB'"
"'Theodore Francis Green State Airport'","'Providence'","'United States'","'PVD'"
"'Salisbury Ocean City Wicomico Regional Airport'","'Salisbury'","'United States'","'SBY'"
"'Bob Hope Airport'","'Burbank'","'United States'","'BUR'"
"'Detroit Metropolitan Wayne County Airport'","'Detroit'","'United States'","'DTW'"
"'Tampa International Airport'","'Tampa'","'United States'","'TPA'"
"'Pembina Municipal Airport'","'Pembina'","'United States'","'PMB'"
"'Polk Army Air Field'","'Fort Polk'","'United States'","'POE'"
"'Eielson Air Force Base'","'Fairbanks'","'United States'","'EIL'"
"'Range Regional Airport'","'Hibbing'","'United States'","'HIB'"
"'Angelina County Airport'","'Lufkin'","'United States'","'LFK'"
"'Midland International Airport'","'Midland'","'United States'","'MAF'"
"'Austin Straubel International Airport'","'Green Bay'","'United States'","'GRB'"
"'Ardmore Municipal Airport'","'Ardmore'","'United States'","'ADM'"
"'Mc Guire Air Force Base'","'Wrightstown'","'United States'","'WRI'"
"'Augusta Regional At Bush Field'","'Bush Field'","'United States'","'AGS'"
"'Sloulin Field International Airport'","'Williston'","'United States'","'ISN'"
"'Bill & Hillary Clinton National Airport/Adams Field'","'Little Rock'","'United States'","'LIT'"
"'Stewart International Airport'","'Newburgh'","'United States'","'SWF'"
"'Baudette International Airport'","'Baudette'","'United States'","'BDE'"
"'Sacramento Executive Airport'","'Sacramento'","'United States'","'SAC'"
"'Homer Airport'","'Homer'","'United States'","'HOM'"
"'Waynesville-St. Robert Regional Forney field'","'Fort Leonardwood'","'United States'","'TBN'"
"'Dobbins Air Reserve Base'","'Marietta'","'United States'","'MGE'"
"'Fairchild Air Force Base'","'Spokane'","'United States'","'SKA'"
"'Roscommon County - Blodgett Memorial Airport'","'Houghton Lake'","'United States'","'HTL'"
"'Tyndall Air Force Base'","'Panama City'","'United States'","'PAM'"
"'Dallas Fort Worth International Airport'","'Dallas-Fort Worth'","'United States'","'DFW'"
"'Melbourne International Airport'","'Melbourne'","'United States'","'MLB'"
"'McChord Air Force Base'","'Tacoma'","'United States'","'TCM'"
"'Austin Bergstrom International Airport'","'Austin'","'United States'","'AUS'"
"'Rickenbacker International Airport'","'Columbus'","'United States'","'LCK'"
"'Sawyer International Airport'","'Gwinn'","'United States'","'MQT'"
"'McGhee Tyson Airport'","'Knoxville'","'United States'","'TYS'"
"'Hood Army Air Field'","'Fort Hood'","'United States'","'HLR'"
"'St Louis Lambert International Airport'","'St. Louis'","'United States'","'STL'"
"'Millville Municipal Airport'","'Millville'","'United States'","'MIV'"
"'Sheppard Air Force Base-Wichita Falls Municipal Airport'","'Wichita Falls'","'United States'","'SPS'"
"'Cincinnati Municipal Airport Lunken Field'","'Cincinnati'","'United States'","'LUK'"
"'Hartsfield Jackson Atlanta International Airport'","'Atlanta'","'United States'","'ATL'"
"'Castle Airport'","'Merced'","'United States'","'MER'"
"'Mc Clellan Airfield'","'Sacramento'","'United States'","'MCC'"
"'Gerald R. Ford International Airport'","'Grand Rapids'","'United States'","'GRR'"
"'Winkler County Airport'","'Wink'","'United States'","'INK'"
"'Fresno Yosemite International Airport'","'Fresno'","'United States'","'FAT'"
"'Vero Beach Regional Airport'","'Vero Beach'","'United States'","'VRB'"
"'Imperial County Airport'","'Imperial'","'United States'","'IPL'"
"'Nashville International Airport'","'Nashville'","'United States'","'BNA'"
"'Laredo International Airport'","'Laredo'","'United States'","'LRD'"
"'Elmendorf Air Force Base'","'Anchorage'","'United States'","'EDF'"
"'Ralph Wien Memorial Airport'","'Kotzebue'","'United States'","'OTZ'"
"'Altoona Blair County Airport'","'Altoona'","'United States'","'AOO'"
"'Dyess Air Force Base'","'Abilene'","'United States'","'DYS'"
"'South Arkansas Regional At Goodwin Field'","'El Dorado'","'United States'","'ELD'"
"'La Guardia Airport'","'New York'","'United States'","'LGA'"
"'Tallahassee Regional Airport'","'Tallahassee'","'United States'","'TLH'"
"'Dupage Airport'","'West Chicago'","'United States'","'DPA'"
"'Waco Regional Airport'","'Waco'","'United States'","'ACT'"
"'Augusta State Airport'","'Augusta'","'United States'","'AUG'"
"'Jacksonville Naval Air Station (Towers Field)'","'Jacksonville'","'United States'","'NIP'"
"'McKellar-Sipes Regional Airport'","'Jackson'","'United States'","'MKL'"
"'Molokai Airport'","'Molokai'","'United States'","'MKK'"
"'Godman Army Air Field'","'Fort Knox'","'United States'","'FTK'"
"'San Angelo Regional Mathis Field'","'San Angelo'","'United States'","'SJT'"
"'Calexico International Airport'","'Calexico'","'United States'","'CXL'"
"'Chico Municipal Airport'","'Chico'","'United States'","'CIC'"
"'Burlington International Airport'","'Burlington'","'United States'","'BTV'"
"'Jacksonville International Airport'","'Jacksonville'","'United States'","'JAX'"
"'Durango La Plata County Airport'","'Durango'","'United States'","'DRO'"
"'Washington Dulles International Airport'","'Washington'","'United States'","'IAD'"
"'Easterwood Field'","'College Station'","'United States'","'CLL'"
"'Felts Field'","'Spokane'","'United States'","'SFF'"
"'General Mitchell International Airport'","'Milwaukee'","'United States'","'MKE'"
"'Abilene Regional Airport'","'Abilene'","'United States'","'ABI'"
"'Columbia Regional Airport'","'Columbia'","'United States'","'COU'"
"'Portland International Airport'","'Portland'","'United States'","'PDX'"
"'Dade Collier Training and Transition Airport'","'Miami'","'United States'","'TNT'"
"'Palm Beach International Airport'","'West Palm Beach'","'United States'","'PBI'"
"'Fort Worth Meacham International Airport'","'Fort Worth'","'United States'","'FTW'"
"'Ogdensburg International Airport'","'Ogdensburg'","'United States'","'OGS'"
"'Cape Cod Coast Guard Air Station'","'Falmouth'","'United States'","'FMH'"
"'Boeing Field King County International Airport'","'Seattle'","'United States'","'BFI'"
"'Lackland Air Force Base'","'San Antonio'","'United States'","'SKF'"
"'Daniel K Inouye International Airport'","'Honolulu'","'United States'","'HNL'"
"'Des Moines International Airport'","'Des Moines'","'United States'","'DSM'"
"'Coastal Carolina Regional Airport'","'New Bern'","'United States'","'EWN'"
"'San Diego International Airport'","'San Diego'","'United States'","'SAN'"
"'Monroe Regional Airport'","'Monroe'","'United States'","'MLU'"
"'Shaw Air Force Base'","'Sumter'","'United States'","'SSC'"
"'Ontario International Airport'","'Ontario'","'United States'","'ONT'"
"'Majors Airport'","'Greenvile'","'United States'","'GVT'"
"'Roswell International Air Center Airport'","'Roswell'","'United States'","'ROW'"
"'Coleman A. Young Municipal Airport'","'Detroit'","'United States'","'DET'"
"'Brownsville South Padre Island International Airport'","'Brownsville'","'United States'","'BRO'"
"'Dothan Regional Airport'","'Dothan'","'United States'","'DHN'"
"'Cape May County Airport'","'Wildwood'","'United States'","'WWD'"
"'Fallon Naval Air Station'","'Fallon'","'United States'","'NFL'"
"'Selfridge Air National Guard Base Airport'","'Mount Clemens'","'United States'","'MTC'"
"'Four Corners Regional Airport'","'Farmington'","'United States'","'FMN'"
"'Corpus Christi International Airport'","'Corpus Christi'","'United States'","'CRP'"
"'Syracuse Hancock International Airport'","'Syracuse'","'United States'","'SYR'"
"'Naval Air Station Key West/Boca Chica Field'","'Key West'","'United States'","'NQX'"
"'Chicago Midway International Airport'","'Chicago'","'United States'","'MDW'"
"'Norman Y. Mineta San Jose International Airport'","'San Jose'","'United States'","'SJC'"
"'Lea County Regional Airport'","'Hobbs'","'United States'","'HOB'"
"'Northeast Philadelphia Airport'","'Philadelphia'","'United States'","'PNE'"
"'Denver International Airport'","'Denver'","'United States'","'DEN'"
"'Philadelphia International Airport'","'Philadelphia'","'United States'","'PHL'"
"'Sioux Gateway Col. Bud Day Field'","'Sioux City'","'United States'","'SUX'"
"'Middle Georgia Regional Airport'","'Macon'","'United States'","'MCN'"
"'Truth Or Consequences Municipal Airport'","'Truth Or Consequences'","'United States'","'TCS'"
"'Palmdale Regional/USAF Plant 42 Airport'","'Palmdale'","'United States'","'PMD'"
"'Randolph Air Force Base'","'San Antonio'","'United States'","'RND'"
"'El Centro NAF Airport (Vraciu Field)'","'El Centro'","'United States'","'NJK'"
"'John Glenn Columbus International Airport'","'Columbus'","'United States'","'CMH'"
"'Drake Field'","'Fayetteville'","'United States'","'FYV'"
"'Henry Post Army Air Field (Fort Sill)'","'Fort Sill'","'United States'","'FSI'"
"'Wright-Patterson Air Force Base'","'Dayton'","'United States'","'FFO'"
"'Edward G. Pitka Sr Airport'","'Galena'","'United States'","'GAL'"
"'Mineral Wells Airport'","'Mineral Wells'","'United States'","'MWL'"
"'Mc Connell Air Force Base'","'Wichita'","'United States'","'IAB'"
"'New Orleans NAS JRB/Alvin Callender Field'","'New Orleans'","'United States'","'NBG'"
"'Beaufort County Airport'","'Beaufort'","'United States'","'BFT'"
"'Texarkana Regional Webb Field'","'Texarkana'","'United States'","'TXK'"
"'Plattsburgh International Airport'","'Plattsburgh'","'United States'","'PBG'"
"'Phillips Army Air Field'","'Aberdeen'","'United States'","'APG'"
"'Tucumcari Municipal Airport'","'Tucumcari'","'United States'","'TCC'"
"'Ted Stevens Anchorage International Airport'","'Anchorage'","'United States'","'ANC'"
"'Robert Gray  Army Air Field Airport'","'Killeen'","'United States'","'GRK'"
"'Bellingham International Airport'","'Bellingham'","'United States'","'BLI'"
"'Millington-Memphis Airport'","'Millington'","'United States'","'NQA'"
"'Elkins-Randolph Co-Jennings Randolph Field'","'Elkins'","'United States'","'EKN'"
"'Hartford Brainard Airport'","'Hartford'","'United States'","'HFD'"
"'North Central State Airport'","'Smithfield'","'United States'","'SFZ'"
"'Mobile Regional Airport'","'Mobile'","'United States'","'MOB'"
"'Moffett Federal Airfield'","'Mountain View'","'United States'","'NUQ'"
"'Santa Fe Municipal Airport'","'Santa Fe'","'United States'","'SAF'"
"'Barking Sands Airport'","'Barking Sands'","'United States'","'BKH'"
"'Beauregard Regional Airport'","'Deridder'","'United States'","'DRI'"
"'Bradshaw Army Airfield'","'Bradshaw Field'","'United States'","'BSF'"
"'Nogales International Airport'","'Nogales'","'United States'","'OLS'"
"'Mac Dill Air Force Base'","'Tampa'","'United States'","'MCF'"
"'Scott AFB/Midamerica Airport'","'Belleville'","'United States'","'BLV'"
"'Opa-locka Executive Airport'","'Miami'","'United States'","'OPF'"
"'Del Rio International Airport'","'Del Rio'","'United States'","'DRT'"
"'Southwest Florida International Airport'","'Fort Myers'","'United States'","'RSW'"
"'King Salmon Airport'","'King Salmon'","'United States'","'AKN'"
"'Muir Army Air Field (Fort Indiantown Gap) Airport'","'Muir'","'United States'","'MUI'"
"'Kapalua Airport'","'Lahania-kapalua'","'United States'","'JHM'"
"'John F Kennedy International Airport'","'New York'","'United States'","'JFK'"
"'Homestead ARB Airport'","'Homestead'","'United States'","'HST'"
"'Riverside Municipal Airport'","'Riverside'","'United States'","'RAL'"
"'Sherman Army Air Field'","'Fort Leavenworth'","'United States'","'FLV'"
"'Wallops Flight Facility Airport'","'Wallops Island'","'United States'","'WAL'"
"'Holloman Air Force Base'","'Alamogordo'","'United States'","'HMN'"
"'Willow Grove Naval Air Station/Joint Reserve Base'","'Willow Grove'","'United States'","'NXX'"
"'Cheyenne Regional Jerry Olson Field'","'Cheyenne'","'United States'","'CYS'"
"'Stockton Metropolitan Airport'","'Stockton'","'United States'","'SCK'"
"'Charleston Air Force Base-International Airport'","'Charleston'","'United States'","'CHS'"
"'Reno Tahoe International Airport'","'Reno'","'United States'","'RNO'"
"'Ketchikan International Airport'","'Ketchikan'","'United States'","'KTN'"
"'Willow Run Airport'","'Detroit'","'United States'","'YIP'"
"'Vandenberg Air Force Base'","'Lompoc'","'United States'","'VBG'"
"'Birmingham-Shuttlesworth International Airport'","'Birmingham'","'United States'","'BHM'"
"'Lakehurst Maxfield Field Airport'","'Lakehurst'","'United States'","'NEL'"
"'Eareckson Air Station'","'Shemya'","'United States'","'SYA'"
"'Nellis Air Force Base'","'Las Vegas'","'United States'","'LSV'"
"'March ARB Airport'","'Riverside'","'United States'","'RIV'"
"'Modesto City Co-Harry Sham Field'","'Modesto'","'United States'","'MOD'"
"'Sacramento International Airport'","'Sacramento'","'United States'","'SMF'"
"'Waukegan National Airport'","'Chicago'","'United States'","'UGN'"
"'City of Colorado Springs Municipal Airport'","'Colorado Springs'","'United States'","'COS'"
"'Buffalo Niagara International Airport'","'Buffalo'","'United States'","'BUF'"
"'Griffing Sandusky Airport'","'Sandusky'","'United States'","'SKY'"
"'Snohomish County (Paine Field) Airport'","'Everett'","'United States'","'PAE'"
"'Mountain Home Air Force Base'","'Mountain Home'","'United States'","'MUO'"
"'Cedar City Regional Airport'","'Cedar City'","'United States'","'CDC'"
"'Bradley International Airport'","'Windsor Locks'","'United States'","'BDL'"
"'Mc Allen Miller International Airport'","'Mcallen'","'United States'","'MFE'"
"'Norfolk Naval Station (Chambers Field)'","'Norfolk'","'United States'","'NGU'"
"'Westover ARB/Metropolitan Airport'","'Chicopee Falls'","'United States'","'CEF'"
"'Lubbock Preston Smith International Airport'","'Lubbock'","'United States'","'LBB'"
"'Chicago O\'Hare International Airport'","'Chicago'","'United States'","'ORD'"
"'Boca Raton Airport'","'Boca Raton'","'United States'","'BCT'"
"'Fairbanks International Airport'","'Fairbanks'","'United States'","'FAI'"
"'Cannon Air Force Base'","'Clovis'","'United States'","'CVS'"
"'Kaneohe Bay MCAS (Marion E. Carl Field) Airport'","'Kaneohe Bay'","'United States'","'NGF'"
"'Offutt Air Force Base'","'Omaha'","'United States'","'OFF'"
"'Gulkana Airport'","'Gulkana'","'United States'","'GKN'"
"'Watertown International Airport'","'Watertown'","'United States'","'ART'"
"'Palm Springs International Airport'","'Palm Springs'","'United States'","'PSP'"
"'Rick Husband Amarillo International Airport'","'Amarillo'","'United States'","'AMA'"
"'Fort Dodge Regional Airport'","'Fort Dodge'","'United States'","'FOD'"
"'Barksdale Air Force Base'","'Shreveport'","'United States'","'BAD'"
"'Topeka Regional Airport - Forbes Field'","'Topeka'","'United States'","'FOE'"
"'Cotulla-La Salle County Airport'","'Cotulla'","'United States'","'COT'"
"'Wilmington International Airport'","'Wilmington'","'United States'","'ILM'"
"'Baton Rouge Metropolitan Airport'","'Baton Rouge'","'United States'","'BTR'"
"'Tyler Pounds Regional Airport'","'Tyler'","'United States'","'TYR'"
"'Baltimore/Washington International Thurgood Marshall Airport'","'Baltimore'","'United States'","'BWI'"
"'Hobart Regional Airport'","'Hobart'","'United States'","'HBR'"
"'Lanai Airport'","'Lanai'","'United States'","'LNY'"
"'Alexandria International Airport'","'Alexandria'","'United States'","'AEX'"
"'Condron Army Air Field'","'White Sands'","'United States'","'WSD'"
"'Cold Bay Airport'","'Cold Bay'","'United States'","'CDB'"
"'Tulsa International Airport'","'Tulsa'","'United States'","'TUL'"
"'Sitka Rocky Gutierrez Airport'","'Sitka'","'United States'","'SIT'"
"'Long Island Mac Arthur Airport'","'Islip'","'United States'","'ISP'"
"'Minneapolis-St Paul International/Wold-Chamberlain Airport'","'Minneapolis'","'United States'","'MSP'"
"'New Castle Airport'","'Wilmington'","'United States'","'ILG'"
"'Unalaska Airport'","'Unalaska'","'United States'","'DUT'"
"'Louis Armstrong New Orleans International Airport'","'New Orleans'","'United States'","'MSY'"
"'Portland International Jetport Airport'","'Portland'","'United States'","'PWM'"
"'Will Rogers World Airport'","'Oklahoma City'","'United States'","'OKC'"
"'Albany International Airport'","'Albany'","'United States'","'ALB'"
"'Valdez Pioneer Field'","'Valdez'","'United States'","'VDZ'"
"'Langley Air Force Base'","'Hampton'","'United States'","'LFI'"
"'John Wayne Airport-Orange County Airport'","'Santa Ana'","'United States'","'SNA'"
"'Columbus Air Force Base'","'Colombus'","'United States'","'CBM'"
"'Kendall-Tamiami Executive Airport'","'Kendall-tamiami'","'United States'","'TMB'"
"'Oceana Naval Air Station'","'Oceana'","'United States'","'NTU'"
"'Grissom Air Reserve Base'","'Peru'","'United States'","'GUS'"
"'Casper-Natrona County International Airport'","'Casper'","'United States'","'CPR'"
"'Destin-Ft Walton Beach Airport'","'Valparaiso'","'United States'","'VPS'"
"'Craig Field'","'Selma'","'United States'","'SEM'"
"'Key West International Airport'","'Key West'","'United States'","'EYW'"
"'Charlotte Douglas International Airport'","'Charlotte'","'United States'","'CLT'"
"'McCarran International Airport'","'Las Vegas'","'United States'","'LAS'"
"'Orlando International Airport'","'Orlando'","'United States'","'MCO'"
"'Florence Regional Airport'","'Florence'","'United States'","'FLO'"
"'Great Falls International Airport'","'Great Falls'","'United States'","'GTF'"
"'Youngstown Warren Regional Airport'","'Youngstown'","'United States'","'YNG'"
"'Ladd AAF Airfield'","'Fort Wainwright'","'United States'","'FBK'"
"'Robins Air Force Base'","'Macon'","'United States'","'WRB'"
"'Suvarnabhumi Airport'","'Bangkok'","'Thailand'","'BKK'"
"'Naha Airport'","'Naha'","'Indonesia'","'NAH'"
